"id";"nie_malla_modi_id";"ano";"scd";"scod";"scmd";"scmc";"created_at";"updated_at";"lat";"lng"
44134;1747999;2005;104;48;181;3.00;"2013-12-03 16:18:35.270415";"2013-12-03 16:18:35.270415";36.9750001037299;-3.4161643196003
44133;1747999;2004;96;71;173;2.00;"2013-12-03 16:18:35.257404";"2013-12-03 16:18:35.257404";36.9750001037299;-3.4161643196003
44132;1747999;2003;96;40;205;5.00;"2013-12-03 16:18:35.225772";"2013-12-03 16:18:35.225772";36.9750001037299;-3.4161643196003
44131;1747999;2002;144;16;213;6.00;"2013-12-03 16:18:35.203502";"2013-12-03 16:18:35.203502";36.9750001037299;-3.4161643196003
44130;1747999;2001;72;48;197;4.00;"2013-12-03 16:18:35.186714";"2013-12-03 16:18:35.186714";36.9750001037299;-3.4161643196003
137129;1767221;2012;0;0;0;0.00;"2013-12-03 16:41:06.152413";"2013-12-03 16:41:06.152413";36.9416667715887;-3.38338985621986
137128;1767221;2011;0;0;0;0.00;"2013-12-03 16:41:06.143039";"2013-12-03 16:41:06.143039";36.9416667715887;-3.38338985621986
137127;1767221;2010;16;149;157;1.00;"2013-12-03 16:41:06.131491";"2013-12-03 16:41:06.131491";36.9416667715887;-3.38338985621986
137126;1767221;2009;16;101;109;1.00;"2013-12-03 16:41:06.121622";"2013-12-03 16:41:06.121622";36.9416667715887;-3.38338985621986
137125;1767221;2008;56;63;141;3.00;"2013-12-03 16:41:06.111344";"2013-12-03 16:41:06.111344";36.9416667715887;-3.38338985621986
137124;1767221;2007;0;0;0;0.00;"2013-12-03 16:41:06.101754";"2013-12-03 16:41:06.101754";36.9416667715887;-3.38338985621986
137123;1767221;2006;16;88;125;2.00;"2013-12-03 16:41:06.09126";"2013-12-03 16:41:06.09126";36.9416667715887;-3.38338985621986
137122;1767221;2005;24;117;157;2.00;"2013-12-03 16:41:06.081436";"2013-12-03 16:41:06.081436";36.9416667715887;-3.38338985621986
137121;1767221;2004;32;133;165;2.00;"2013-12-03 16:41:06.070614";"2013-12-03 16:41:06.070614";36.9416667715887;-3.38338985621986
137120;1767221;2003;0;0;0;0.00;"2013-12-03 16:41:06.060861";"2013-12-03 16:41:06.060861";36.9416667715887;-3.38338985621986
137119;1767221;2002;0;0;0;0.00;"2013-12-03 16:41:06.049429";"2013-12-03 16:41:06.049429";36.9416667715887;-3.38338985621986
137118;1767221;2001;8;48;48;1.00;"2013-12-03 16:41:06.038777";"2013-12-03 16:41:06.038777";36.9416667715887;-3.38338985621986
56501;1748023;2012;8;0;0;0.00;"2013-12-03 16:21:48.443982";"2013-12-03 16:21:48.443982";36.9750001037299;-3.29099190286349
56500;1748023;2011;24;56;72;1.00;"2013-12-03 16:21:48.433502";"2013-12-03 16:21:48.433502";36.9750001037299;-3.29099190286349
56499;1748023;2010;64;88;157;3.00;"2013-12-03 16:21:48.416995";"2013-12-03 16:21:48.416995";36.9750001037299;-3.29099190286349
56498;1748023;2009;80;80;173;4.00;"2013-12-03 16:21:48.403673";"2013-12-03 16:21:48.403673";36.9750001037299;-3.29099190286349
56497;1748023;2008;112;47;165;3.00;"2013-12-03 16:21:48.389815";"2013-12-03 16:21:48.389815";36.9750001037299;-3.29099190286349
56496;1748023;2007;8;96;96;1.00;"2013-12-03 16:21:48.378061";"2013-12-03 16:21:48.378061";36.9750001037299;-3.29099190286349
56495;1748023;2006;32;88;125;2.00;"2013-12-03 16:21:48.365897";"2013-12-03 16:21:48.365897";36.9750001037299;-3.29099190286349
56494;1748023;2005;80;48;165;3.00;"2013-12-03 16:21:48.354402";"2013-12-03 16:21:48.354402";36.9750001037299;-3.29099190286349
56493;1748023;2004;64;71;165;3.00;"2013-12-03 16:21:48.344313";"2013-12-03 16:21:48.344313";36.9750001037299;-3.29099190286349
56492;1748023;2003;48;64;189;4.00;"2013-12-03 16:21:48.333413";"2013-12-03 16:21:48.333413";36.9750001037299;-3.29099190286349
56491;1748023;2002;32;64;157;4.00;"2013-12-03 16:21:48.323112";"2013-12-03 16:21:48.323112";36.9750001037299;-3.29099190286349
56490;1748023;2001;0;0;0;0.00;"2013-12-03 16:21:48.311889";"2013-12-03 16:21:48.311889";36.9750001037299;-3.29099190286349
47645;1757609;2012;8;0;0;0.00;"2013-12-03 16:19:34.60637";"2013-12-03 16:19:34.60637";36.9583334376593;-3.40498773305455
47644;1757609;2011;0;0;0;0.00;"2013-12-03 16:19:34.596279";"2013-12-03 16:19:34.596279";36.9583334376593;-3.40498773305455
47643;1757609;2010;24;133;157;2.00;"2013-12-03 16:19:34.578505";"2013-12-03 16:19:34.578505";36.9583334376593;-3.40498773305455
47642;1757609;2009;32;101;149;3.00;"2013-12-03 16:19:34.568482";"2013-12-03 16:19:34.568482";36.9583334376593;-3.40498773305455
47641;1757609;2008;72;71;165;4.00;"2013-12-03 16:19:34.559022";"2013-12-03 16:19:34.559022";36.9583334376593;-3.40498773305455
47640;1757609;2007;0;0;0;0.00;"2013-12-03 16:19:34.549421";"2013-12-03 16:19:34.549421";36.9583334376593;-3.40498773305455
47639;1757609;2006;32;72;125;3.00;"2013-12-03 16:19:34.539335";"2013-12-03 16:19:34.539335";36.9583334376593;-3.40498773305455
47638;1757609;2005;40;117;157;2.00;"2013-12-03 16:19:34.529097";"2013-12-03 16:19:34.529097";36.9583334376593;-3.40498773305455
47637;1757609;2004;40;79;165;3.00;"2013-12-03 16:19:34.518185";"2013-12-03 16:19:34.518185";36.9583334376593;-3.40498773305455
47636;1757609;2003;8;78;78;1.00;"2013-12-03 16:19:34.506754";"2013-12-03 16:19:34.506754";36.9583334376593;-3.40498773305455
47635;1757609;2002;40;64;157;3.00;"2013-12-03 16:19:34.496146";"2013-12-03 16:19:34.496146";36.9583334376593;-3.40498773305455
47634;1757609;2001;16;48;165;2.00;"2013-12-03 16:19:34.48478";"2013-12-03 16:19:34.48478";36.9583334376593;-3.40498773305455
56537;1750427;2012;8;0;0;0.00;"2013-12-03 16:21:48.93155";"2013-12-03 16:21:48.93155";36.9708334372123;-3.2803812750744
56536;1750427;2011;0;0;0;0.00;"2013-12-03 16:21:48.921349";"2013-12-03 16:21:48.921349";36.9708334372123;-3.2803812750744
56535;1750427;2010;32;96;157;3.00;"2013-12-03 16:21:48.90964";"2013-12-03 16:21:48.90964";36.9708334372123;-3.2803812750744
56534;1750427;2009;40;96;149;3.00;"2013-12-03 16:21:48.898415";"2013-12-03 16:21:48.898415";36.9708334372123;-3.2803812750744
56533;1750427;2008;72;55;149;4.00;"2013-12-03 16:21:48.88832";"2013-12-03 16:21:48.88832";36.9708334372123;-3.2803812750744
56532;1750427;2007;0;0;0;0.00;"2013-12-03 16:21:48.875992";"2013-12-03 16:21:48.875992";36.9708334372123;-3.2803812750744
56531;1750427;2006;32;88;141;3.00;"2013-12-03 16:21:48.861575";"2013-12-03 16:21:48.861575";36.9708334372123;-3.2803812750744
56530;1750427;2005;40;109;157;3.00;"2013-12-03 16:21:48.848013";"2013-12-03 16:21:48.848013";36.9708334372123;-3.2803812750744
56529;1750427;2004;32;71;165;3.00;"2013-12-03 16:21:48.839167";"2013-12-03 16:21:48.839167";36.9708334372123;-3.2803812750744
56528;1750427;2003;24;72;96;2.00;"2013-12-03 16:21:48.829623";"2013-12-03 16:21:48.829623";36.9708334372123;-3.2803812750744
56527;1750427;2002;24;56;117;2.00;"2013-12-03 16:21:48.819049";"2013-12-03 16:21:48.819049";36.9708334372123;-3.2803812750744
56526;1750427;2001;0;0;0;0.00;"2013-12-03 16:21:48.808524";"2013-12-03 16:21:48.808524";36.9708334372123;-3.2803812750744
48509;1709559;2012;24;0;0;0.00;"2013-12-03 16:19:47.872466";"2013-12-03 16:19:47.872466";37.0416667680124;-3.46092258333095
48508;1709559;2011;24;40;125;3.00;"2013-12-03 16:19:47.862654";"2013-12-03 16:19:47.862654";37.0416667680124;-3.46092258333095
48507;1709559;2010;104;40;157;3.00;"2013-12-03 16:19:47.851613";"2013-12-03 16:19:47.851613";37.0416667680124;-3.46092258333095
48506;1709559;2009;88;64;173;5.00;"2013-12-03 16:19:47.841634";"2013-12-03 16:19:47.841634";37.0416667680124;-3.46092258333095
48505;1709559;2008;120;31;165;4.00;"2013-12-03 16:19:47.826924";"2013-12-03 16:19:47.826924";37.0416667680124;-3.46092258333095
48504;1709559;2007;48;56;213;4.00;"2013-12-03 16:19:47.8101";"2013-12-03 16:19:47.8101";37.0416667680124;-3.46092258333095
48503;1709559;2006;32;72;181;4.00;"2013-12-03 16:19:47.797449";"2013-12-03 16:19:47.797449";37.0416667680124;-3.46092258333095
48502;1709559;2005;96;48;165;3.00;"2013-12-03 16:19:47.786001";"2013-12-03 16:19:47.786001";37.0416667680124;-3.46092258333095
48501;1709559;2004;32;95;165;3.00;"2013-12-03 16:19:47.773467";"2013-12-03 16:19:47.773467";37.0416667680124;-3.46092258333095
48500;1709559;2003;56;72;221;5.00;"2013-12-03 16:19:47.7637";"2013-12-03 16:19:47.7637";37.0416667680124;-3.46092258333095
48499;1709559;2002;80;64;157;4.00;"2013-12-03 16:19:47.753643";"2013-12-03 16:19:47.753643";37.0416667680124;-3.46092258333095
48498;1709559;2001;32;48;197;4.00;"2013-12-03 16:19:47.743644";"2013-12-03 16:19:47.743644";37.0416667680124;-3.46092258333095
126473;1719231;2012;0;0;0;0.00;"2013-12-03 16:38:26.229448";"2013-12-03 16:38:26.229448";37.0250001019418;-3.12615042797521
126472;1719231;2011;8;125;125;1.00;"2013-12-03 16:38:26.219714";"2013-12-03 16:38:26.219714";37.0250001019418;-3.12615042797521
126471;1719231;2010;32;88;165;3.00;"2013-12-03 16:38:26.207668";"2013-12-03 16:38:26.207668";37.0250001019418;-3.12615042797521
126470;1719231;2009;48;80;165;5.00;"2013-12-03 16:38:26.197433";"2013-12-03 16:38:26.197433";37.0250001019418;-3.12615042797521
126469;1719231;2008;80;63;165;4.00;"2013-12-03 16:38:26.186971";"2013-12-03 16:38:26.186971";37.0250001019418;-3.12615042797521
126468;1719231;2007;8;96;96;1.00;"2013-12-03 16:38:26.176794";"2013-12-03 16:38:26.176794";37.0250001019418;-3.12615042797521
126467;1719231;2006;16;88;96;1.00;"2013-12-03 16:38:26.165971";"2013-12-03 16:38:26.165971";37.0250001019418;-3.12615042797521
126466;1719231;2005;48;109;157;2.00;"2013-12-03 16:38:26.155662";"2013-12-03 16:38:26.155662";37.0250001019418;-3.12615042797521
126465;1719231;2004;40;71;165;3.00;"2013-12-03 16:38:26.144702";"2013-12-03 16:38:26.144702";37.0250001019418;-3.12615042797521
126464;1719231;2003;16;72;78;1.00;"2013-12-03 16:38:26.13347";"2013-12-03 16:38:26.13347";37.0250001019418;-3.12615042797521
126463;1719231;2002;24;64;157;3.00;"2013-12-03 16:38:26.115747";"2013-12-03 16:38:26.115747";37.0250001019418;-3.12615042797521
126462;1719231;2001;32;88;197;3.00;"2013-12-03 16:38:26.105585";"2013-12-03 16:38:26.105585";37.0250001019418;-3.12615042797521
55001;1762416;2012;8;0;0;0.00;"2013-12-03 16:21:25.58544";"2013-12-03 16:21:25.58544";36.950000104624;-3.38897377220368
55000;1762416;2011;0;0;0;0.00;"2013-12-03 16:21:25.574962";"2013-12-03 16:21:25.574962";36.950000104624;-3.38897377220368
54999;1762416;2010;32;88;157;3.00;"2013-12-03 16:21:25.564141";"2013-12-03 16:21:25.564141";36.950000104624;-3.38897377220368
54998;1762416;2009;40;101;357;4.00;"2013-12-03 16:21:25.553448";"2013-12-03 16:21:25.553448";36.950000104624;-3.38897377220368
54997;1762416;2008;72;71;165;3.00;"2013-12-03 16:21:25.543791";"2013-12-03 16:21:25.543791";36.950000104624;-3.38897377220368
54996;1762416;2007;8;96;96;1.00;"2013-12-03 16:21:25.53176";"2013-12-03 16:21:25.53176";36.950000104624;-3.38897377220368
54995;1762416;2006;8;88;88;1.00;"2013-12-03 16:21:25.522737";"2013-12-03 16:21:25.522737";36.950000104624;-3.38897377220368
54994;1762416;2005;40;101;157;2.00;"2013-12-03 16:21:25.511747";"2013-12-03 16:21:25.511747";36.950000104624;-3.38897377220368
54993;1762416;2004;32;133;165;2.00;"2013-12-03 16:21:25.502163";"2013-12-03 16:21:25.502163";36.950000104624;-3.38897377220368
54992;1762416;2003;16;189;221;2.00;"2013-12-03 16:21:25.490177";"2013-12-03 16:21:25.490177";36.950000104624;-3.38897377220368
54991;1762416;2002;24;64;157;2.00;"2013-12-03 16:21:25.478047";"2013-12-03 16:21:25.478047";36.950000104624;-3.38897377220368
54990;1762416;2001;16;48;165;2.00;"2013-12-03 16:21:25.466592";"2013-12-03 16:21:25.466592";36.950000104624;-3.38897377220368
133889;1738403;2012;16;0;0;0.00;"2013-12-03 16:40:20.120749";"2013-12-03 16:40:20.120749";36.9916667698006;-3.35431285116973
133888;1738403;2011;16;40;125;2.00;"2013-12-03 16:40:20.109583";"2013-12-03 16:40:20.109583";36.9916667698006;-3.35431285116973
133887;1738403;2010;72;88;157;2.00;"2013-12-03 16:40:20.096445";"2013-12-03 16:40:20.096445";36.9916667698006;-3.35431285116973
133886;1738403;2009;56;80;165;5.00;"2013-12-03 16:40:20.083677";"2013-12-03 16:40:20.083677";36.9916667698006;-3.35431285116973
133885;1738403;2008;104;47;165;4.00;"2013-12-03 16:40:20.073461";"2013-12-03 16:40:20.073461";36.9916667698006;-3.35431285116973
133884;1738403;2007;8;96;96;1.00;"2013-12-03 16:40:20.061464";"2013-12-03 16:40:20.061464";36.9916667698006;-3.35431285116973
133883;1738403;2006;32;88;189;3.00;"2013-12-03 16:40:20.048999";"2013-12-03 16:40:20.048999";36.9916667698006;-3.35431285116973
133882;1738403;2005;80;56;165;2.00;"2013-12-03 16:40:20.034349";"2013-12-03 16:40:20.034349";36.9916667698006;-3.35431285116973
133881;1738403;2004;56;71;165;4.00;"2013-12-03 16:40:20.022701";"2013-12-03 16:40:20.022701";36.9916667698006;-3.35431285116973
133880;1738403;2003;32;72;189;3.00;"2013-12-03 16:40:20.01211";"2013-12-03 16:40:20.01211";36.9916667698006;-3.35431285116973
133879;1738403;2002;40;64;157;4.00;"2013-12-03 16:40:20.000809";"2013-12-03 16:40:20.000809";36.9916667698006;-3.35431285116973
133878;1738403;2001;24;80;171;2.00;"2013-12-03 16:40:19.988719";"2013-12-03 16:40:19.988719";36.9916667698006;-3.35431285116973
125645;1721632;2012;0;0;0;0.00;"2013-12-03 16:38:14.479267";"2013-12-03 16:38:14.479267";37.0208334354241;-3.13119763902983
125644;1721632;2011;8;125;125;1.00;"2013-12-03 16:38:14.467663";"2013-12-03 16:38:14.467663";37.0208334354241;-3.13119763902983
125643;1721632;2010;24;88;157;3.00;"2013-12-03 16:38:14.455304";"2013-12-03 16:38:14.455304";37.0208334354241;-3.13119763902983
125642;1721632;2009;56;80;165;4.00;"2013-12-03 16:38:14.444054";"2013-12-03 16:38:14.444054";37.0208334354241;-3.13119763902983
125641;1721632;2008;64;63;165;4.00;"2013-12-03 16:38:14.43464";"2013-12-03 16:38:14.43464";37.0208334354241;-3.13119763902983
125640;1721632;2007;8;96;96;1.00;"2013-12-03 16:38:14.422016";"2013-12-03 16:38:14.422016";37.0208334354241;-3.13119763902983
125639;1721632;2006;24;88;125;2.00;"2013-12-03 16:38:14.412326";"2013-12-03 16:38:14.412326";37.0208334354241;-3.13119763902983
125638;1721632;2005;48;109;157;2.00;"2013-12-03 16:38:14.398575";"2013-12-03 16:38:14.398575";37.0208334354241;-3.13119763902983
125637;1721632;2004;32;133;165;2.00;"2013-12-03 16:38:14.388306";"2013-12-03 16:38:14.388306";37.0208334354241;-3.13119763902983
125636;1721632;2003;16;72;78;1.00;"2013-12-03 16:38:14.377453";"2013-12-03 16:38:14.377453";37.0208334354241;-3.13119763902983
125635;1721632;2002;24;64;157;3.00;"2013-12-03 16:38:14.365464";"2013-12-03 16:38:14.365464";37.0208334354241;-3.13119763902983
125634;1721632;2001;16;88;165;2.00;"2013-12-03 16:38:14.353869";"2013-12-03 16:38:14.353869";37.0208334354241;-3.13119763902983
55997;1740822;2012;0;0;0;0.00;"2013-12-03 16:21:41.001022";"2013-12-03 16:21:41.001022";36.9875001032829;-3.26545074660594
55996;1740822;2011;0;0;0;0.00;"2013-12-03 16:21:40.991419";"2013-12-03 16:21:40.991419";36.9875001032829;-3.26545074660594
55995;1740822;2010;16;88;149;2.00;"2013-12-03 16:21:40.982031";"2013-12-03 16:21:40.982031";36.9875001032829;-3.26545074660594
55994;1740822;2009;24;101;125;2.00;"2013-12-03 16:21:40.972998";"2013-12-03 16:21:40.972998";36.9875001032829;-3.26545074660594
55993;1740822;2008;56;63;141;3.00;"2013-12-03 16:21:40.963422";"2013-12-03 16:21:40.963422";36.9875001032829;-3.26545074660594
55992;1740822;2007;0;0;0;0.00;"2013-12-03 16:21:40.951931";"2013-12-03 16:21:40.951931";36.9875001032829;-3.26545074660594
55991;1740822;2006;24;88;125;2.00;"2013-12-03 16:21:40.93991";"2013-12-03 16:21:40.93991";36.9875001032829;-3.26545074660594
55990;1740822;2005;48;101;157;2.00;"2013-12-03 16:21:40.92962";"2013-12-03 16:21:40.92962";36.9875001032829;-3.26545074660594
55989;1740822;2004;24;141;165;2.00;"2013-12-03 16:21:40.919594";"2013-12-03 16:21:40.919594";36.9875001032829;-3.26545074660594
55988;1740822;2003;24;40;78;2.00;"2013-12-03 16:21:40.907429";"2013-12-03 16:21:40.907429";36.9875001032829;-3.26545074660594
55987;1740822;2002;24;64;157;3.00;"2013-12-03 16:21:40.897979";"2013-12-03 16:21:40.897979";36.9875001032829;-3.26545074660594
55986;1740822;2001;8;117;117;1.00;"2013-12-03 16:21:40.887523";"2013-12-03 16:21:40.887523";36.9875001032829;-3.26545074660594
55733;1740821;2012;0;0;0;0.00;"2013-12-03 16:21:36.724705";"2013-12-03 16:21:36.724705";36.9875001032829;-3.27066712088768
55732;1740821;2011;0;0;0;0.00;"2013-12-03 16:21:36.715295";"2013-12-03 16:21:36.715295";36.9875001032829;-3.27066712088768
55731;1740821;2010;8;149;149;1.00;"2013-12-03 16:21:36.703747";"2013-12-03 16:21:36.703747";36.9875001032829;-3.27066712088768
55730;1740821;2009;24;101;125;2.00;"2013-12-03 16:21:36.693655";"2013-12-03 16:21:36.693655";36.9875001032829;-3.27066712088768
55729;1740821;2008;64;63;165;4.00;"2013-12-03 16:21:36.68284";"2013-12-03 16:21:36.68284";36.9875001032829;-3.27066712088768
55728;1740821;2007;0;0;0;0.00;"2013-12-03 16:21:36.67289";"2013-12-03 16:21:36.67289";36.9875001032829;-3.27066712088768
55727;1740821;2006;24;88;125;2.00;"2013-12-03 16:21:36.662909";"2013-12-03 16:21:36.662909";36.9875001032829;-3.27066712088768
55726;1740821;2005;48;101;157;2.00;"2013-12-03 16:21:36.651856";"2013-12-03 16:21:36.651856";36.9875001032829;-3.27066712088768
55725;1740821;2004;24;141;165;2.00;"2013-12-03 16:21:36.633842";"2013-12-03 16:21:36.633842";36.9875001032829;-3.27066712088768
55724;1740821;2003;16;72;78;1.00;"2013-12-03 16:21:36.619805";"2013-12-03 16:21:36.619805";36.9875001032829;-3.27066712088768
55723;1740821;2002;16;64;157;2.00;"2013-12-03 16:21:36.601467";"2013-12-03 16:21:36.601467";36.9875001032829;-3.27066712088768
55722;1740821;2001;8;117;117;1.00;"2013-12-03 16:21:36.5855";"2013-12-03 16:21:36.5855";36.9875001032829;-3.27066712088768
38429;1716827;2012;0;0;0;0.00;"2013-12-03 16:17:06.203481";"2013-12-03 16:17:06.203481";37.0291667684595;-3.1367603832585
38428;1716827;2011;8;125;125;1.00;"2013-12-03 16:17:06.191971";"2013-12-03 16:17:06.191971";37.0291667684595;-3.1367603832585
38427;1716827;2010;8;157;157;1.00;"2013-12-03 16:17:06.177177";"2013-12-03 16:17:06.177177";37.0291667684595;-3.1367603832585
38426;1716827;2009;48;80;165;5.00;"2013-12-03 16:17:06.16359";"2013-12-03 16:17:06.16359";37.0291667684595;-3.1367603832585
38425;1716827;2008;56;63;141;3.00;"2013-12-03 16:17:06.148641";"2013-12-03 16:17:06.148641";37.0291667684595;-3.1367603832585
38424;1716827;2007;8;96;96;1.00;"2013-12-03 16:17:06.136322";"2013-12-03 16:17:06.136322";37.0291667684595;-3.1367603832585
38423;1716827;2006;24;88;125;2.00;"2013-12-03 16:17:06.120977";"2013-12-03 16:17:06.120977";37.0291667684595;-3.1367603832585
38422;1716827;2005;40;109;157;2.00;"2013-12-03 16:17:06.092485";"2013-12-03 16:17:06.092485";37.0291667684595;-3.1367603832585
38421;1716827;2004;40;71;165;2.00;"2013-12-03 16:17:05.994875";"2013-12-03 16:17:05.994875";37.0291667684595;-3.1367603832585
38420;1716827;2003;24;72;125;2.00;"2013-12-03 16:17:05.982426";"2013-12-03 16:17:05.982426";37.0291667684595;-3.1367603832585
38419;1716827;2002;8;157;157;1.00;"2013-12-03 16:17:05.963468";"2013-12-03 16:17:05.963468";37.0291667684595;-3.1367603832585
38418;1716827;2001;24;157;171;1.00;"2013-12-03 16:17:05.949863";"2013-12-03 16:17:05.949863";37.0291667684595;-3.1367603832585
38789;1719229;2012;0;0;0;0.00;"2013-12-03 16:17:12.668959";"2013-12-03 16:17:12.668959";37.0250001019418;-3.13658832440767
38788;1719229;2011;8;125;125;1.00;"2013-12-03 16:17:12.649032";"2013-12-03 16:17:12.649032";37.0250001019418;-3.13658832440767
38787;1719229;2010;16;149;157;1.00;"2013-12-03 16:17:12.629482";"2013-12-03 16:17:12.629482";37.0250001019418;-3.13658832440767
38786;1719229;2009;40;80;149;4.00;"2013-12-03 16:17:12.614866";"2013-12-03 16:17:12.614866";37.0250001019418;-3.13658832440767
38785;1719229;2008;64;63;141;3.00;"2013-12-03 16:17:12.596912";"2013-12-03 16:17:12.596912";37.0250001019418;-3.13658832440767
38784;1719229;2007;8;96;96;1.00;"2013-12-03 16:17:12.569762";"2013-12-03 16:17:12.569762";37.0250001019418;-3.13658832440767
38783;1719229;2006;24;88;125;2.00;"2013-12-03 16:17:12.553542";"2013-12-03 16:17:12.553542";37.0250001019418;-3.13658832440767
38782;1719229;2005;40;109;157;2.00;"2013-12-03 16:17:12.53287";"2013-12-03 16:17:12.53287";37.0250001019418;-3.13658832440767
38781;1719229;2004;24;141;165;2.00;"2013-12-03 16:17:12.512615";"2013-12-03 16:17:12.512615";37.0250001019418;-3.13658832440767
38780;1719229;2003;24;72;125;2.00;"2013-12-03 16:17:12.492139";"2013-12-03 16:17:12.492139";37.0250001019418;-3.13658832440767
38779;1719229;2002;16;109;157;2.00;"2013-12-03 16:17:12.46952";"2013-12-03 16:17:12.46952";37.0250001019418;-3.13658832440767
38778;1719229;2001;8;165;165;1.00;"2013-12-03 16:17:12.454358";"2013-12-03 16:17:12.454358";37.0250001019418;-3.13658832440767
52049;1716763;2012;24;0;0;0.00;"2013-12-03 16:20:42.003866";"2013-12-03 16:20:42.003866";37.0291667684595;-3.47079139150154
52048;1716763;2011;40;40;181;4.00;"2013-12-03 16:20:41.991103";"2013-12-03 16:20:41.991103";37.0291667684595;-3.47079139150154
52047;1716763;2010;112;40;165;4.00;"2013-12-03 16:20:41.980283";"2013-12-03 16:20:41.980283";37.0291667684595;-3.47079139150154
52046;1716763;2009;88;64;173;5.00;"2013-12-03 16:20:41.965433";"2013-12-03 16:20:41.965433";37.0291667684595;-3.47079139150154
52045;1716763;2008;160;31;205;4.00;"2013-12-03 16:20:41.953833";"2013-12-03 16:20:41.953833";37.0291667684595;-3.47079139150154
52044;1716763;2007;64;56;213;4.00;"2013-12-03 16:20:41.940725";"2013-12-03 16:20:41.940725";37.0291667684595;-3.47079139150154
52043;1716763;2006;56;56;181;5.00;"2013-12-03 16:20:41.925417";"2013-12-03 16:20:41.925417";37.0291667684595;-3.47079139150154
52042;1716763;2005;112;48;173;2.00;"2013-12-03 16:20:41.913688";"2013-12-03 16:20:41.913688";37.0291667684595;-3.47079139150154
52041;1716763;2004;88;71;165;2.00;"2013-12-03 16:20:41.899717";"2013-12-03 16:20:41.899717";37.0291667684595;-3.47079139150154
52040;1716763;2003;80;64;221;5.00;"2013-12-03 16:20:41.88962";"2013-12-03 16:20:41.88962";37.0291667684595;-3.47079139150154
52039;1716763;2002;104;48;165;4.00;"2013-12-03 16:20:41.87943";"2013-12-03 16:20:41.87943";37.0291667684595;-3.47079139150154
52038;1716763;2001;40;48;171;4.00;"2013-12-03 16:20:41.867448";"2013-12-03 16:20:41.867448";37.0291667684595;-3.47079139150154
55037;1762415;2012;8;0;0;0.00;"2013-12-03 16:21:26.141968";"2013-12-03 16:21:26.141968";36.950000104624;-3.3941875773209
55036;1762415;2011;0;0;0;0.00;"2013-12-03 16:21:26.131232";"2013-12-03 16:21:26.131232";36.950000104624;-3.3941875773209
55035;1762415;2010;16;149;157;1.00;"2013-12-03 16:21:26.12188";"2013-12-03 16:21:26.12188";36.950000104624;-3.3941875773209
